品牌,店名,地址,電話
50嵐,繼光店,台中市西區民權路59號1樓,04-2229-3555
50嵐,民生店,台中市西區民生路163號,04-2229-8088
50嵐,精誠店,台中市西區精誠路77號,04-23209550
50嵐,美村店,台中市西區美村路一段141號,04-23206326
50嵐,國美店,台中市西區美村路一段662-1號,04-23786326
50嵐,世貿店,台中市西屯區中工三路36號,04-2355-3700
50嵐,世貿店,台中市西屯區中工三路36號1F,04-23553700
50嵐,水湳店,台中市西屯區中清路99-22號,04-2296-6555
50嵐,寧夏店,台中市西屯區寧夏路205-1號,04-2315-5086
50嵐,七期朝富路,台中市西屯區朝富路142號,04-22521177
50嵐,河南店,台中市西屯區河南路二段396號,04-2452-9800
50嵐,河南店,台中市西屯區河南路二段396號1F,04-24529800
50嵐,中科玉門店,台中市西屯區玉門路104號,04-2463-0138
50嵐,中科玉門店,台中市西屯區福科里玉門路104號,04-24630138
50嵐,永安店,台中市西屯區西屯路三段148-40號,04-24620865
50嵐,中科店,台中市西屯區西屯路三段164-23號,04-24618766
50嵐,逢甲文華店,台中市西屯區逢甲大學文華路100號之3,04-2451-0551
50嵐,青海店,台中市西屯區青海路一段152號,04-2315-5088
50嵐,黎明二店,台中市西屯區黎明路三段329號,04-2452-6538
50嵐,豐原三民店,台中市豐原區三民路112號,04-2520-5502
50嵐,豐原中山店,台中市豐原區中山路375號,04-25260010
50嵐,豐原中正店,台中市豐原區中正路725號,04-2525-5062
50嵐,豐原南陽店,台中市豐原區南陽路309-2號,04-2515-8833
50嵐,霧峰中正店,台中市霧峰區中正路861號,04-2333-7597
50嵐,龍井中央店,台中市龍井區中央路二段164號,04-26307227
50嵐,東海二店,台中市龍井區台灣大道五段3巷72號,04-2652-7886
50嵐,東海二店,台中市龍井區新興路19-1號,04-2652-7886
50嵐,東海店,台中市龍井區遊園南路218號,04-2633-7720
鮮果力茶飲,台中工學店,台中市南區工學路36號,04-22650909
鮮果力茶飲,大里成功店,台中市大里區成功路467號,04-24933777
漢克茶飲,一中店,台中市北區育才北路46-2號,04-22255209
優汁台茶,五常店,台中市北區五常街156號,04-2203-3111
優汁台茶,北平店,台中市北屯區北平路三段164號,04-2238-7778
優汁台茶,林新店,台中市南屯區大墩十一街453號,04-2380-8225
優汁台茶,梧棲關連店,台中市梧棲區自強二街86巷13號,04-2630-5858
大沏茶,北屯昌平店,台中市北屯區昌平路一段400號,04-22472418
台茶1號,一中太平店,台中市北區太平路83號,04-22292220
台茶1號,台中學士店,台中市北區學士路138號,04-22355086
台茶1號,北屯昌平店,台中市北屯區昌平路一段248號,04-22333537
台茶1號,北屯松竹店,台中市北屯區松竹路二段235號,04-22450800
台茶1號,南區大慶店,台中市南區大慶街二段37號,04-22630005
台茶1號,后里甲后店,台中市后里區甲后路516號,04-25585921
台茶1號,和平谷關店,台中市和平區東關路一段103號,04-25950006
台茶1號,和平谷關店,台中市和平區東關路一段99號,04-25950006
台茶1號,大肚追分店,台中市大肚區沙田路一段564之6號,04-26930606
台茶1號,大里東榮店,台中市大里區東榮路479號,04-24822838
台茶1號,大雅民生店,台中市大雅區大雅區民生路一段141號,04-25609038
台茶1號,大雅民生店,台中市大雅區民生路一段141號,04-25609038
台茶1號,大雅雅潭店,台中市大雅區雅潭路三段449號,04-25691218
台茶1號,東勢豐勢店,台中市東勢區東勢區豐勢路401號,04-25888879
台茶1號,東勢豐勢店,台中市東勢區豐勢路452號,04-25888879
台茶1號,沙鹿站前店,台中市沙鹿區中正街39號,04-26630438
台茶1號,中山雅潭店,台中市潭子區中山路二段471號,04-25333528
台茶1號,潭子中山店,台中市潭子區中山路二段591號,04-25322436
台茶1號,台中潭子門市,台中市潭子區中山路二段88-90號,待網友回報
台茶1號,潭子總店,台中市潭子區圓通南路289號,04-2533-7663
台茶1號,中山雅潭店,台中市潭子區潭子區中山路二段471號,04-25333528
台茶1號,潭子中山店,台中市潭子區潭子區中山路二段591號,04-25322436
台茶1號,石岡豐勢店,台中市石岡區豐勢路1113號,04-25724723
台茶1號,神岡中山店,台中市神岡區中山路750號,04-25618300
台茶1號,神岡中山店,台中市神岡區神岡區中山路750號,04-25618300
台茶1號,神岡豐洲店,台中市神岡區豐洲路223號,04-25235277
台茶1號,大鵬店,台中市西屯區大鵬路53號,04-22994711
台茶1號,逢甲福星店,台中市西屯區福星路293號,04-2452-0896
台茶1號,西屯中科店,台中市西屯區西屯路三段宏福5巷4弄7號,04-24617179
台茶1號,豐原站前店,台中市豐原區三民路9號,04-2528-3386
台茶1號,豐原站前店,台中市豐原區豐原區三民路9號,04-2528-3386
台茶1號,豐原豐東店,台中市豐原區豐東路51-1號,04-25282628
台茶1號,豐原豐東店,台中市豐原區豐東路51號,04-25282628
台茶1號,台中東海店,台中市龍井區新興路40之3之1號,04-26315152
台茶1號,台中東海店,台中市龍井區龍井區新興路40之3之1號,04-26315152
超級達可,大里大明店,台中市大里區大明路195號,04-24875822
超級達可,潭子大豐店,台中市潭子區大豐路三段95號,04-25338300
大井烤茶,新昌店,台中市南區美村路二段260號,04-22654663
大井烤茶,大甲文武店,台中市大甲區文武路20號,04-26880299
大井烤茶,清水店,台中市清水區文昌街76號,04-26224979
大井烤茶,逢甲店,台中市西屯區文華路127巷18號,04-24523948
大井烤茶,信義店,台中市豐原區中山路216號,04-25229177
北回木瓜牛奶,台中逢甲旗艦店,台中市西屯區文華路7-6號,04-2707-3888
Ikiwi趣味果飲,台中大雅店,台中市大雅區雅環路1段340號,04-25652969
Ikiwi趣味果飲,台中民權店,台中市西區民權路89-3號,04-35076969
Ikiwi趣味果飲,台中中科店,台中市西屯區西屯路三段169-7號,04-24612127
Ikiwi趣味果飲,台中豐原博愛門市,台中市豐原區博愛街14號,04-2527-1880
六羨茶飲,台中太平店,台中市太平區太平路217號,04-22750773
2013初芽手作茶,台中后里店,台中市后里區甲后路391號,04-25590028
2013初芽手作茶,潭子中山店,台中市潭子區中山路二段452號,04-25323286
olife活力客,東海店,台中市龍井區新興路東興巷11號,04-2631-7011
茶的魔手,台中北平店,台中市北區北平路二段100-1號,04-22953666
茶的魔手,大里仁化店,台中市大里區仁化路584號,04-24915536
茶的魔手,大里金塗城店,台中市大里區塗城路775號,04-24930498
茶的魔手,台中大里店,台中市大里區大里路401號,04-24062717
茶的魔手,大雅中山店,台中市大雅區中山路135號,04-25601027
茶的魔手,大雅學府店,台中市大雅區學府路121之7號,04-25675058
茶的魔手,大雅學府店,台中市大雅區學府路250巷,04-25669538
茶的魔手,大雅店,台中市大雅區學府路250巷113號,04-25669538
茶的魔手,大雅雅潭店,台中市大雅區雅潭路164號,04-25608727
茶的魔手,大雅雅潭店,台中市大雅區雅潭路四段40號,04-25608727
茶的魔手,梧棲中央店,台中市梧棲區中央路一段915號,04-26569888
茶的魔手,沙鹿光大店,台中市沙鹿區光大路228號,04-26632388
茶的魔手,沙鹿鎮南店,台中市沙鹿區鎮南路二段602號,04-26651172
茶的魔手,潭子大豐店,台中市潭子區大豐路一段326號,04-25347666
茶的魔手,烏日店,台中市烏日區溪埧里溪南路一段662號,04-23358022
茶的魔手,神岡豐洲店,台中市神岡區豐洲路466號,04-25205252
茶的魔手,神岡豐洲店,台中市神岡區豐洲里豐洲路466之1號,04-25205252
茶的魔手,台中西屯店,台中市西屯區西屯路二段269-49號,04-24521152
茶的魔手,豐原田心店,台中市豐原區田心路二段219號,04-25297755
茶的魔手,四德店,台中市霧峰區四德路342號,04-23394326
茶的魔手,霧峰亞大店,台中市霧峰區柳豐路496號,04-23301972
茶的魔手,霧峰樹仁店,台中市霧峰區樹仁路60號,04-23398267
茶的魔手,龍井中央店,台中市龍井區中央路二段65號,04-2630-9995
茶的魔手,龍井東海店,台中市龍井區新興路53之2號,04-26325858
十二韻茶飲,永興店,台中市北區永興街155號,04-22353518
十二韻茶飲,水湳店,台中市北屯區大鵬路16-3號,04-2295-5099
十二韻茶飲,松竹店,台中市北屯區松竹路二段99號,04-2243-6689
十二韻茶飲,興安店,台中市北屯區興安路一段316號,04-22465889
十二韻茶飲,嶺東店,台中市南屯區忠勇路52-283號,04-2380-5007
十二韻茶飲,大里店,台中市大里區大明路195號,04-24818585
十二韻茶飲,太平中山店,台中市太平區中山路四段157號,04-23955069
十二韻茶飲,林森店,台中市西區林森路218號,04-23722373
十二韻茶飲,世貿店,台中市西屯區中工三路98之2號,04-23583738
十二韻茶飲,逢甲店,台中市西屯區河南路二段342號,04-24525008
茶聚,東勢三民店,台中市東勢區三民街41號,待網友回報
麻古茶坊,學士店,台中市北區學士路198號,04-22367058
麻古茶坊,台中漢口店,台中市北區漢口路三段160號,04-22990701
麻古茶坊,台中漢口店,台中市北區漢口路三段90號,04-22990701
麻古茶坊,台中太原店,台中市北屯區太原路三段1136-2號,04-24361223
麻古茶坊,昌平店,台中市北屯區昌平路一段107-7號1樓,04-22451717
麻古茶坊,台中美村南店,台中市南區美村南路92號,04-22608138
麻古茶坊,台中大里中興店,台中市大里區中興路二段183-5號,04-24866082
麻古茶坊,台中大里中興店,台中市大里區長榮里中興路二段183-5號,04-24866082
麻古茶坊,台中神岡店,台中市神岡區中山路604號,04-25626768
麻古茶坊,台中向上店,台中市西區向上路一段446號,04-23201661
麻古茶坊,台中青海店,台中市西屯區何厝里青海路1段30號,04-23146828
麻古茶坊,台中河南店,台中市西屯區河南路二段360號,04-24517766
麻古茶坊,台中中科店,台中市西屯區西屯路三段164-5號,04-24620000
麻古茶坊,台中青海店,台中市西屯區青海路一段30號,04-23146828
迷客夏,臺中自由店,40045 台中市中區自由路二段101號,04-2225-5082
迷客夏,臺中十甲店,40147 台中市東區十甲路450號,04-2213-5819
迷客夏,臺中工學店,40245 台中市南區工學路61號,04-2263-1619
迷客夏,臺中勤美店,40351 台中市西區美村路一段131號,04-2321-3779
迷客夏,臺中漢口店,40441 台中市北區漢口路三段90號,04-2297-8899
迷客夏,臺中進化店,40450 台中市北區進化路546號,04-2231-3111
迷客夏,臺中學士店,40454 台中市北區學士路191號,04-2207-9099
迷客夏,臺中山西店,40667 台中市北屯區山西路二段222-1號,04-2298-9768
迷客夏,臺中昌平店,40668 台中市北屯區昌平路二段2-6號,04-2246-2525
迷客夏,臺中逢甲店,40741 台中市西屯區福星路232號,04-2452-2882
迷客夏,臺中河南店,40744 台中市西屯區河南路二段275號,04-2708-5659
迷客夏,臺中中科店,40763 台中市西屯區西屯路三段159-2號,04-2462-5503
迷客夏,臺中黎明店,40841 台中市南屯區黎明路二段168號,04-2389-2058
迷客夏,臺中嶺東店,40852 台中市南屯區嶺東路24號,04-2380-3542
迷客夏,臺中大墩店,40864 台中市南屯區大墩六街257號,04-2471-1976
迷客夏,臺中向心南店,40876 台中市南屯區向心南路937號,04-2382-1763
迷客夏,臺中太平店,41169 台中市太平區樹孝路65號,04-2391-0999
迷客夏,臺中大里益民店,41256 台中市大里區益民路二段60號,04-2483-1603
迷客夏,臺中大里成功店,41279 台中市大里區成功二路61號,04-2492-8877
迷客夏,臺中霧峰店,41344 台中市霧峰區中正路1025號,04-2330-2461
迷客夏,臺中烏日店,41444 台中市烏日區中山路一段606號,04-2338-6986
迷客夏,臺中廟東店,42043 台中市豐原區信義街107號,04-2525-3868
迷客夏,臺中豐原南陽店,42087 台中市豐原區南陽路322號,04-2525-5080
迷客夏,臺中后里店,42144 台中市后里區甲后路一段505號,04-2558-6323
迷客夏,臺中潭子店,42750 台中市潭子區圓通南路283號,04-2535-2533
迷客夏,臺中大雅店,42866 台中市大雅區民生路一段179號,04-2568-0620
迷客夏,臺中大肚店,43242 台中市大肚區沙田路二段768號,04-2699-0508
迷客夏,臺中沙鹿店,43344 台中市沙鹿區中山路404-1號,04-2663-3652
迷客夏,臺中龍井東海店,43448臺中市龍井區臺灣大道五段3巷72號1樓,04-2633-0828
迷客夏,臺中梧棲店,43548 台中市梧棲區文化路二段191號,04-2657-3639
迷客夏,臺中大甲店,43745 台中市大甲區育德路13號,04-2680-5319
老賴茶棧,台中中華店,台中市中區中華路一段84號,04-2222-0506
老賴茶棧,台中學士店,台中市北區學士路156號,04-2235-0530
老賴茶棧,台中昌平店,台中市北屯區昌平路一段222號,04-2233-8300
老賴茶棧,台中工學店,台中市南區工學路13-15號,04-2261-8887
老賴茶棧,台中南屯店,台中市南屯區南屯路二段403號,04-2380-0285
老賴茶棧,台中嶺東店,台中市南屯區永春南路21號,04-2389-7911
老賴茶棧,大里塗城店,台中市大里區塗城路749號,04-2493-0082
老賴茶棧,台中大明店,台中市大里區大明路216號,04-2487-6800
老賴茶棧,台中大雅店,台中市大雅區學府路286號,04-25660113
老賴茶棧,台中新福店,台中市太平區中山路四段192號,04-2395-5102
老賴茶棧,台中太平店,台中市太平區太平路638號,04-2270-1996
老賴茶棧,台中梧棲店,台中市梧棲區文化路二段337號,04-26569111
老賴茶棧,台中沙鹿店,台中市沙鹿區成功東街53號,04-26628811
老賴茶棧,台中清水店,台中市清水區中山路263號,04-2623-1588
老賴茶棧,台中潭子店,台中市潭子區勝利路235號,04-2535-2236
老賴茶棧,烏日林新店,台中市烏日區榮和路206號,04-2336-0520
老賴茶棧,台中向上店,台中市西區向上路一段411號,04-2475-6775
老賴茶棧,台中勤美店,台中市西區美村路一段161號,04-2325-5757
老賴茶棧,台中水湳店,台中市西屯區大鵬路27號,04-2295-0202
老賴茶棧,台中永福店,台中市西屯區永福路175號,04-2461-0663
老賴茶棧,台中河南店,台中市西屯區河南路二段486號,04-2452-1367
老賴茶棧,台中青海店,台中市西屯區青海路一段3-4號,04-2315-1585
老賴茶棧,台中豐原店,台中市豐原區博愛街7號,04-2520-9666
老賴茶棧,台中霧峰店,台中市霧峰區中正路907號,04-23396883
珍煮丹,台中一中店,台中市北區一中街101號,04-2225-0386
珍煮丹,台中昌平店,台中市北屯區昌平路一段200號一樓,04-2235-0002
珍煮丹,台中南屯店,台中市南屯區南屯路二段393號,04-23863839
珍煮丹,台中大甲店,台中市大甲區順天路215號,04-2680-1566
珍煮丹,台中神岡店,台中市神岡區中山路480號,04-2561-3570
珍煮丹,台中精誠店,台中市西區精誠路196號1F,04-2310-8881
珍煮丹,台中勤美店,台中市西區美村路一段37號,04-2329-0002
珍煮丹,台中中工店,台中市西屯區中工三路42-1號,04-2359-4868
珍煮丹,台中豐原店,台中市豐原區三民路157號,04-2525-7155
再睡5分鐘,台中一中店,台中市北區尊賢街7號,04-22255010
五桐號,美村店,台中市西區美村路一段97號,04-23200857
清原芋圓,台中美村店,402台中市南區美村南路68-8號,04-22655758
清原芋圓,台中健行店,404台中市北區健行路408號,0985-488408
清原芋圓,台中漢口店,404台中市北區明德里漢口路三段84之3號1樓,04-22936634
清原芋圓,台中中科店,407台中市西屯區西屯路三段150之55號,04-24639063
清原芋圓,台中大墩店,408台中市南屯區大墩路270號,04-24737770
清原芋圓,台中樹孝店,411台中市太平區樹孝路418號1樓,04-23936093
清原芋圓,台中大明店,412台中市大里區大明路36號,04-24831283
清原芋圓,台中霧峰店,413台中市霧峰區中正路725號,04-23392858
清原芋圓,台中烏日店,414台中烏日區中山路一段461號,04-23370947
清原芋圓,台中潭子店,427台中市潭子區豐栗路1號,04-25345988
清原芋圓,台中大雅店,428台中市大雅區二和里學府路154號1樓,04-25600061
清原芋圓,台中沙鹿店,433台中沙鹿區興仁里鎮南路二段617號,04-26363997
清原芋圓,台中大甲店,437台中市大甲區鎮政路11號,04-26875832
可不可熟成紅茶,第二市場店,台中市中區台灣大道一段366號,04-2225-3222
可不可熟成紅茶,台中一中店,台中市北區一中街25號,04-2229-0233
可不可熟成紅茶,台中健行店,台中市北區健行路606號,04-2207-5998
可不可熟成紅茶,台中漢口店,台中市北區漢口路四段302號,04-2234-0088
可不可熟成紅茶,台中西屯店,台中市北區西屯路一段428號,04-2208-3853
可不可熟成紅茶,北屯四平店,台中市北屯區四平路9號,04-2295-7775
可不可熟成紅茶,北屯崇德店,台中市北屯區崇德二路二段22號,04-2247-4550
可不可熟成紅茶,東山軍功店,台中市北屯區東山路一段288號,04-2436-3452
可不可熟成紅茶,台中工學店,台中市南區工學路37號,04-2260-1280
可不可熟成紅茶,台中大墩店,台中市南屯區大墩路834號,04-2328-6666
可不可熟成紅茶,台中黎明店,台中市南屯區黎明路二段162號,04-2382-3888
可不可熟成紅茶,台中后里店,台中市后里區甲后路一段526號,04-2558-2719
可不可熟成紅茶,大甲順天店,台中市大甲區順天路197號,04-2688-7553
可不可熟成紅茶,大里中興店,台中市大里區中興路二段457號,04-2483-3946
可不可熟成紅茶,大里成功店,台中市大里區成功二路22號,04-2495-0558
可不可熟成紅茶,大雅學府店,台中市大雅區學府路133號,04-2560-5688
可不可熟成紅茶,大雅民生店,台中市大雅區民生路一段238號,04-2560-5165
可不可熟成紅茶,太平中興店,台中市太平區中興路97號,04-2279-5930
可不可熟成紅茶,太平長億店,台中市太平區太平路157號,04-2275-0370
可不可熟成紅茶,太平樹孝店,台中市太平區樹孝路39-12號,04-2391-3186
可不可熟成紅茶,台中東勢店,台中市東勢區豐勢路443號,04-2577-2533
可不可熟成紅茶,東區十甲店,台中市東區十甲路445號,04-2213-1710
可不可熟成紅茶,台中大智店,台中市東區大智路11號,04-2222-1621
可不可熟成紅茶,梧棲文化店,台中市梧棲區文化路二段194號,04-2658-2949
可不可熟成紅茶,沙鹿中山店,台中市沙鹿區中山路202-1號,04-2662-5466
可不可熟成紅茶,沙鹿靜宜店,台中市沙鹿區北勢東路525號,04-2652-1123
可不可熟成紅茶,台中清水店,台中市清水區中山路267號,04-2622-1593
可不可熟成紅茶,潭子勝利店,台中市潭子區勝利路307號,04-2535-0018
可不可熟成紅茶,台中烏日店,台中市烏日區中山路一段427號,04-2338-1131
可不可熟成紅茶,神岡中山店,台中市神岡區中山路428號,04-2561-5666
可不可熟成紅茶,台中向上店,台中市西區向上路一段191號,04-2301-3552
可不可熟成紅茶,台中精誠店,台中市西區忠誠里精誠路7號1樓,04-2329-0238
可不可熟成紅茶,逢甲福星店,台中市西屯區福星路649號,04-2708-5116
可不可熟成紅茶,西屯中科店,台中市西屯區西屯路三段159-8號,04-2461-3235
可不可熟成紅茶,台中青海店,台中市西屯區青海路一段50號,04-2313-0368
可不可熟成紅茶,豐原南陽店,台中市豐原區南陽路299之7號,04-2520-1888
可不可熟成紅茶,豐原廟東店,台中市豐原區復興路15號,04-2523-5606
可不可熟成紅茶,霧峰中正店,台中市霧峰區中正路899號,04-2339-6155
可不可熟成紅茶,台中龍井店,台中市龍井區中央路三段10號,04-2639-2623
可不可熟成紅茶,東海遊園店,台中市龍井區遊園南路222號,04-2631-9867
樺達奶茶,台中中友店,台中市北區三民路三段179號B3,04-22298512
樺達奶茶,台中大遠百,台中市西屯區台灣大道三段251號12F,04-22558738
不要對我尖叫,台中一中 旗艦店,台中市北區一中街175號,04-22256849
不要對我尖叫,台中 沙鹿店,台中市沙鹿區光大路286號,04-26621589
不要對我尖叫,台中 勤美店,台中市西區中興街239號,04-23285728
不要對我尖叫,台中 豐原店,台中市豐原區和平街9號,04-25286268
茶明載波,美村店,台中市西區美村路一段143號,04-23217772
約翰紅茶公司,台中店,台中市西區美村路一段78號,04-23109333
布萊恩紅茶,台中勤美店,台中市西區美村路一段145號,04-23272816
布萊恩紅茶,台中西屯店,台中市西屯區西屯路三段164-8號,04-24608816
萬波島嶼紅茶,台中一中店,台中市北區太平路63巷1號,04-22270087
萬波島嶼紅茶,台中中清店,台中市北屯區新興路1-3-1號,04-24262377
萬波島嶼紅茶,台中東山店,台中市北屯區東山路一段316之1號,04-24363042
萬波島嶼紅茶,台中美村南店,台中市南區美村南路249號,04-22635252
萬波島嶼紅茶,文山忠勇店,台中市南屯區忠勇路64之1號,04-23802260
萬波島嶼紅茶,台中黎明店,台中市南屯區黎明路二段199號,04-23821107
萬波島嶼紅茶,大里中興店,台中市大里區中興路二段428號,04-24836680
萬波島嶼紅茶,台中東勢店,台中市東勢區忠孝街11號,04-25770258
萬波島嶼紅茶,台中沙鹿店,台中市沙鹿區光華路347號,04-26623003
萬波島嶼紅茶,台中大墩店,台中市西屯區大墩路891號,04-23200219
萬波島嶼紅茶,台中朝富店,台中市西屯區朝富路146號,04-22522233
萬波島嶼紅茶,The ship by wanpo (台中豐原店),台中市豐原區西安街16號1樓,04-25280219
萬波島嶼紅茶,霧峰中正店,台中市霧峰區中正路1005號,04-23302125
萬波島嶼紅茶,台中東海店,台中市龍井區台灣大道五段3巷66號 (開源社雞排隔壁),04-26520280
得正,台中學士計劃,台中市北區梅亭街262號,04-22366905
得正,台中一中計劃,台中市北區育才南街23號,04-22298168
得正,台中興大計劃,台中市南區學府路28-1號1樓,04-22859998
得正,台中黎明計劃,台中市南屯區黎明路二段147號,04-23809922
得正,台中大雅計劃,台中市大雅區學府路140號,04-25608627
得正,台中太平樹孝計劃,台中市太平區樹孝路198號,04-23931245
得正,台中美村計劃,台中市西區美村路一段266號,04-23011291
得正,台中福星計劃,台中市西屯區福星路634號,04-24520767
得正,台中東海計劃,台中市龍井區新興路39號,04-26525098